timePoint,provence,sum
3,410621,2
3,420702,2
3,654101,2
3,512922,2
3,450802,2
3,533522,2
3,230822,2
3,362301,2
3,440181,2
3,130534,2
3,152630,2
3,441224,2
3,352227,2
3,522632,2
3,530113,2
3,330329,2
3,110105,2
3,530428,2
3,230103,2
3,530181,2
3,520421,2
3,370785,2
3,211102,2
3,653121,2
3,410183,2
3,522324,2
3,231002,2
3,420528,2
3,452424,2
3,360102,2
3,542423,2
3,510683,2
3,411221,2
3,513427,2
3,152103,2
3,533325,2
3,460007,2
3,450121,2
3,342201,2
3,360403,2
3,532329,2
3,532528,2
3,513123,2
3,622630,2
3,420114,2
3,533221,2
3,632121,2
3,420505,2
3,371325,2
3,410782,2
3,522722,2
3,430611,2
3,411528,2
3,320921,2
3,320882,2
3,441523,2
3,441322,2
3,450521,2
3,654323,2
3,622628,2
3,430702,2
3,220581,2
3,522631,2
3,320322,2
3,150429,2
3,350821,2
3,412728,2
3,445221,2
3,370830,2
3,612422,2
3,320705,2
3,450721,2
3,362428,2
3,362422,2
3,142602,2
3,532326,2
3,420525,2
3,530427,2
3,510123,2
3,620421,2
3,232326,2
3,362331,2
3,654224,2
3,542221,2
3,640103,2
3,410224,2
3,512229,2
3,431229,2
3,371422,2
3,623024,2
3,450122,2
3,350622,2
3,342523,2
3,450422,2
3,460028,2
3,542222,2
3,350424,2
3,330722,2
3,612701,2
3,360425,2
3,332527,2
3,360302,2
3,431322,2
3,350721,2
3,130103,2
3,530424,2
3,522326,2
3,430602,2
3,513324,2
3,532527,2
3,421127,2
3,352202,2
3,340604,2
3,610327,2
3,230524,2
3,452128,2
3,431125,2
3,231084,2
3,142226,2
3,622626,2
3,450902,2
3,220104,2
3,412828,2
3,440902,2
3,230105,2
3,130632,2
3,370784,2
3,211021,2
3,330824,2
3,530625,2
3,513428,2
3,653127,2
3,140227,2
3,532626,2
3,513221,2
3,340504,2
3,211321,2
3,430304,2
3,321181,2
3,152921,2
3,512927,2
3,131127,2
3,411282,2
3,430224,2
3,510726,2
3,410182,2
3,653022,2
3,410728,2
3,410421,2
3,371102,2
3,130224,2
3,371402,2
3,222403,2
3,230523,2
3,330211,2
3,321322,2
3,441723,2
3,420102,2
3,410721,2
3,152324,2
3,130929,2
3,210922,2
3,460300,2
3,433101,2
3,410526,2
3,152826,2
3,130825,2
3,230603,2
3,431023,2
3,433123,2
3,362421,2
3,420106,2
3,362427,2
3,370983,2
3,360122,2
3,441283,2
3,220103,2
3,431122,2
3,350427,2
3,140109,2
3,142727,2
3,371122,2
3,511702,2
3,632802,2
3,431102,2
3,341222,2
3,340323,2
3,452701,2
3,342921,2
3,350723,2
3,420322,2
3,652923,2
3,130926,2
3,330881,2
3,445121,2
3,360281,2
3,450322,2
3,362233,2
3,352201,2
3,410724,2
3,150302,2
3,211302,2
3,532928,2
3,430121,2
3,210623,2
3,440983,2
3,370883,2
3,372930,2
3,422325,2
3,370103,2
3,330723,2
3,321027,2
3,413029,2
3,530629,2
3,320681,2
3,370923,2
3,410527,2
3,410402,2
3,350322,2
3,411303,2
3,533323,2
3,320483,2
3,610427,2
3,371328,2
3,130125,2
3,130702,2
3,460025,2
3,230502,2
3,430321,2
3,220881,2
3,512529,2
3,612329,2
3,452728,2
3,510126,2
3,532325,2
3,330283,2
3,360428,2
3,450327,2
3,340824,2
3,210521,2
3,411329,2
3,341203,2
3,430423,2
3,440402,2
3,450332,2
3,130424,2
3,620103,2
3,211381,2
3,152201,2
3,653222,2
3,421182,2
3,340802,2
3,340406,2
3,530627,2
3,140502,2
3,653225,2
3,430921,2
3,530425,2
3,220122,2
3,421125,2
3,130533,2
3,350125,2
3,220402,2
3,142622,2
3,130903,2
3,430724,2
3,513430,2
3,411202,2
3,610582,2
3,513434,2
3,110222,2
3,120223,2
3,520113,2
3,371482,2
3,130133,2
3,433030,2
3,513334,2
3,512535,2
3,372926,2
3,460104,2
3,511127,2
3,533223,2
3,410727,2
3,622821,2
3,421122,2
3,350702,2
3,152128,2
3,140303,2
3,441823,2
3,411321,2
3,542421,2
3,211402,2
3,320902,2
3,341125,2
3,372502,2
3,130127,2
3,412723,2
3,431025,2
3,610623,2
3,532701,2
3,362529,2
3,210682,2
3,370284,2
3,341221,2
3,140481,2
3,152823,2
3,530423,2
3,210103,2
3,420204,2
3,142725,2
3,350722,2
3,230108,2
3,652924,2
3,440681,2
3,410185,2
3,441522,2
3,450981,2
3,412827,2
3,650203,2
3,542126,2
3,230104,2
3,512921,2
3,420526,2
3,331021,2
3,152502,2
3,350521,2
3,370684,2
3,330183,2
3,231182,2
3,362302,2
3,330821,2
3,140225,2
3,152127,2
3,440804,2
3,441881,2
3,513825,2
3,430111,2
3,360521,2
3,442000,2
3,140622,2
3,532301,2
3,530421,2
3,350624,2
3,410403,2
3,360602,2
3,231025,1
3,452131,1
3,441581,1
3,652825,1
3,230225,1
3,232103,1
3,220181,1
3,370685,1
3,220721,1
3,330483,1
3,360421,1
3,370811,1
3,130925,1
3,610622,1
3,440803,1
3,142723,1
3,452124,1
3,120102,1
3,411102,1
3,230422,1
3,411502,1
3,141127,1
3,612601,1
3,142625,1
3,431022,1
3,142222,1
3,450211,1
3,230302,1
3,130681,1
3,340402,1
3,630102,1
3,371083,1
3,469022,1
3,441284,1
3,321183,1
3,130636,1
3,350724,1
3,452201,1
3,352224,1
3,371524,1
3,210311,1
3,632525,1
3,654128,1
3,511022,1
3,140202,1
3,612322,1
3,220102,1
3,332502,1
3,542525,1
3,430223,1
3,441702,1
3,610430,1
3,622725,1
3,371312,1
3,450503,1
3,362523,1
3,232331,1
3,352231,1
3,142631,1
3,152822,1
3,513336,1
3,222424,1
3,511122,1
3,360401,1
3,320124,1
3,210403,1
3,420103,1
3,230802,1
3,430122,1
3,320123,1
3,330902,1
3,210283,1
3,513230,1
3,310114,1
3,410703,1
3,350403,1
3,360481,1
3,150428,1
3,622226,1
3,430412,1
3,632721,1
3,511402,1
3,150403,1
3,371326,1
3,652325,1
3,432925,1
3,340222,1
3,410711,1
3,320102,1
3,612728,1
3,130923,1
3,420703,1
3,542228,1
3,330105,1
3,430407,1
3,132627,1
3,450481,1
3,441223,1
3,654201,1
3,320623,1
3,622424,1
3,350111,1
3,520327,1
3,440183,1
3,422323,1
3,652826,1
3,330719,1
3,362527,1
3,330184,1
3,211202,1
3,230828,1
3,140224,1
3,142401,1
3,452133,1
3,654122,1
3,362429,1
3,431228,1
3,532726,1
3,372328,1
3,421222,1
3,371522,1
3,210303,1
3,511081,1
3,430503,1
3,370686,1
3,410726,1
3,432502,1
3,520111,1
3,120108,1
3,320621,1
3,330203,1
3,652222,1
3,370503,1
3,130402,1
3,510111,1
3,332624,1
3,450331,1
3,412729,1
3,210204,1
3,330124,1
3,440825,1
3,622425,1
3,342427,1
3,130725,1
3,513228,1
3,540126,1
3,152625,1
3,210105,1
3,431225,1
3,130802,1
3,640204,1
3,440921,1
3,120103,1
3,532524,1
3,320624,1
3,332528,1
3,210282,1
3,230606,1
3,450311,1
3,412823,1
3,362524,1
3,430103,1
3,422324,1
3,130183,1
3,440802,1
3,513025,1
3,350681,1
3,654322,1
3,441625,1
3,433024,1
3,330726,1
3,152326,1
3,533421,1
3,512501,1
3,341621,1
3,150203,1
3,152722,1
3,332623,1
3,210111,1
3,659002,1
3,511721,1
3,450702,1
3,532429,1
3,342123,1
3,440782,1
3,142228,1
3,410622,1
3,410928,1
3,152301,1
3,310227,1
3,460034,1
3,220381,1
3,371581,1
3,411326,1
3,220204,1
3,422322,1
3,421224,1
3,510702,1
3,370123,1
3,522623,1
3,350212,1
3,622326,1
3,410305,1
3,610628,1
3,130181,1
3,410204,1
3,142429,1
3,512527,1
3,150426,1
3,152321,1
3,350782,1
3,654222,1
3,150303,1
3,130604,1
3,340223,1
3,640203,1
3,450330,1
3,532925,1
3,230221,1
3,610303,1
3,152104,1
3,530422,1
3,140428,1
3,522729,1
3,230125,1
3,530328,1
3,970000,1
3,440184,1
3,450924,1
3,222406,1
3,652829,1
3,522301,1
3,441882,1
3,410221,1
3,422129,1
3,340828,1
3,430322,1
3,130638,1
3,330501,1
3,450621,1
3,610302,1
3,430105,1
3,450423,1
3,332501,1
3,370629,1
3,410522,1
3,452624,1
3,220722,1
3,530122,1
3,230304,1
3,330205,1
3,640102,1
3,340303,1
3,142223,1
3,320803,1
3,232321,1
3,440514,1
3,522731,1
3,532324,1
3,150102,1
3,610631,1
3,654126,1
3,370302,1
3,372526,1
3,640521,1
3,230881,1
3,450111,1
3,623025,1
3,542336,1
3,610116,1
3,450103,1
3,370827,1
3,440229,1
3,130129,1
3,131182,1
3,132133,1
3,452627,1
3,130626,1
3,420804,1
3,130928,1
3,340304,1
3,130828,1
3,231226,1
3,130522,1
3,451302,1
3,452330,1
3,420104,1
3,210123,1
3,140108,1
3,130733,1
3,140430,1
3,340821,1
3,362228,1
3,411327,1
3,632125,1
3,440801,1
3,439004,1
3,445222,1
3,422423,1
3,130282,1
3,412931,1
3,142731,1
3,342221,1
3,330402,1
3,230306,1
3,350430,1
3,460102,1
3,130983,1
3,130223,1
3,132934,1
3,532625,1
3,341223,1
3,150423,1
3,532425,1
3,440303,1
3,220223,1
3,452730,1
3,452327,1
3,431081,1
3,542122,1
3,140302,1
3,222404,1
3,340121,1
3,431226,1
3,230206,1
3,220503,1
3,530426,1
3,520424,1
3,441402,1
3,360724,1
3,411422,1
3,610122,1
3,230622,1
3,320925,1
3,612524,1
3,350627,1
3,230621,1
3,321121,1
3,321023,1
3,230129,1
3,410881,1
3,450323,1
3,210102,1
3,410329,1
3,410426,1
3,610424,1
3,610431,1
3,360312,1
3,610202,1
3,542127,1
3,640322,1
3,422204,1
3,370828,1
3,142322,1
3,622623,1
3,320304,1
3,320825,1
3,130303,1
3,350781,1
3,532823,1
3,430811,1
3,131121,1
3,140122,1
3,532328,1
3,410205,1
3,340111,1
3,230126,1
3,370687,1
3,320281,1
3,513326,1
3,130705,1
3,341002,1
3,210381,1
3,533123,1
3,330322,1
3,620111,1
3,230121,1
3,451402,1
3,352601,1
3,542123,1
3,360781,1
3,130105,1
3,511027,1
3,421221,1
3,430203,1
3,430426,1
3,320401,1
3,410504,1
3,445322,1
3,130727,1
3,513322,1
3,130205,1
3,330411,1
3,532725,1
3,239005,1
3,410821,1
3,510131,1
3,533324,1
3,532323,1
3,371302,1
3,430821,1
3,231005,1
3,340302,1
3,331081,1
3,230503,1
3,320829,1
3,210921,1
3,513028,1
3,211223,1
3,450722,1
3,330602,1
3,132825,1
3,211004,1
3,440106,1
3,530126,1
3,653122,1
3,372922,1
3,232302,1
3,522636,1
3,320282,1
3,330523,1
3,432923,1
3,340421,1
3,210726,1
3,372330,1
3,230803,1
3,420205,1
3,140181,1
3,420620,1
3,350525,1
3,511021,1
3,441324,1
3,432421,1
3,350822,1
3,371322,1
3,320804,1
3,152825,1
3,360203,1
3,230921,1
3,513422,1
3,350123,1
3,133024,1
3,452227,1
3,230405,1
3,441900,1
3,310107,1
3,440711,1
3,411323,1
3,152529,1
3,612732,1
3,332522,1
3,370303,1
3,352230,1
3,320125,1
3,469030,1
3,430225,1
3,341122,1
3,450502,1
3,412724,1
3,120107,1
3,632725,1
3,610422,1
3,431126,1
3,632622,1
3,152526,1
3,532923,1
3,520326,1
3,362425,1
3,511724,1
3,220403,1
3,220621,1
3,511128,1
3,430405,1
3,372924,1
3,440785,1
3,130732,1
3,320381,1
3,622323,1
3,130526,1
3,452731,1
3,620302,1
3,220582,1
3,371081,1
3,620402,1
3,370902,1
3,140221,1
3,340503,1
3,370702,1
3,520422,1
3,211002,1
3,130425,1
3,654025,1
3,230119,1
3,421381,1
3,420801,1
3,220283,1
3,370724,1
3,340221,1
3,450304,1
3,430581,1
3,360301,1
3,211221,1
3,652928,1
3,420803,1
3,370781,1
3,452122,1
3,130521,1
3,370181,1
3,360732,1
3,230230,1
3,510102,1
3,513227,1
3,620123,1
3,542223,1
3,460032,1
3,411723,1
3,452427,1
3,360729,1
3,210422,1
3,533525,1
3,410324,1
3,632524,1
3,340311,1
3,330802,1
3,440509,1
3,620423,1
3,440603,1
3,142301,1
3,371523,1
3,370105,1
3,412321,1
3,520303,1
3,522630,1
3,220524,1
3,640324,1
3,370202,1
3,530628,1
3,362325,1
3,621223,1
3,460022,1
3,622225,1
3,410922,1
3,542626,1
3,370124,1
3,542523,1
3,360721,1
3,372824,1
3,422130,1
3,513224,1
3,130633,1
3,440583,1
3,510103,1
3,130602,1
3,410825,1
3,420506,1
3,632626,1
3,362229,1
3,542326,1
3,632321,1
3,140211,1
3,530321,1
3,320583,1
3,422422,1
3,230106,1
3,150104,1
3,445201,1
3,131124,1
3,220623,1
3,130281,1
3,513128,1
3,532929,1
3,513331,1
3,130123,1
3,653128,1
3,411082,1
3,360730,1
3,330281,1
3,152624,1
3,542621,1
3,130121,1
3,622101,1
3,621222,1
3,610429,1
3,623001,1
3,140223,1
3,341021,1
3,130684,1
3,532930,1
3,612327,1
3,652323,1
3,130404,1
3,130131,1
3,632127,1
3,610426,1
3,310110,1
3,422428,1
3,430408,1
3,533103,1
3,432325,1
3,452126,1
3,420324,1
3,320107,1
3,654026,1
3,130527,1
3,410223,1
3,620122,1
3,350783,1
3,141181,1
3,340825,1
3,422424,1
3,432302,1
3,131082,1
3,513328,1
3,452228,1
3,342529,1
3,130582,1
3,342622,1
3,532931,1
3,533022,1
3,130227,1
3,542323,1
3,410303,1
3,350304,1
3,210423,1
3,340703,1
3,522325,1
3,350402,1
3,220602,1
3,450104,1
3,421121,1
3,142201,1
3,130982,1
3,371121,1
3,632126,1
3,362324,1
3,532224,1
3,654123,1
3,211224,1
3,350303,1
3,340702,1
3,211022,1
3,522629,1
3,321302,1
3,142327,1
3,511725,1
3,210411,1
3,130530,1
3,431321,1
3,430528,1
3,653021,1
3,512531,1
3,130430,1
3,230505,1
3,152325,1
3,320303,1
3,421302,1
3,620104,1
3,320981,1
3,130429,1
3,140621,1
3,142328,1
3,320405,1
3,532327,1
3,632821,1
3,321321,1
3,533122,1
3,410104,1
3,150421,1
3,431002,1
3,340203,1
3,130184,1
3,440112,1
3,440783,1
3,530129,1
3,230182,1
3,432425,1
3,610323,1
3,340602,1
3,513321,1
3,130625,1
3,630122,1
3,510128,1
3,321282,1
3,220112,1
3,362226,1
3,411330,1
3,132532,1
3,520323,1
3,232127,1
3,110226,1
3,360423,1
3,640382,1
3,330326,1
3,211404,1
3,232700,1
3,410725,1
3,140321,1
3,210624,1
3,412323,1
3,622223,1
3,320122,1
3,622726,1
3,130629,1
3,410523,1
3,530121,1
3,532623,1
3,513024,1
3,532526,1
3,430221,1
3,532231,1
4,511623,643
4,511622,338
4,511602,290
4,511621,214
4,513030,213
4,511023,207
4,522122,139
4,513029,129
4,510921,99
4,512323,95
4,513022,90
4,510522,90
4,522132,89
4,511304,84
4,511025,84
4,511681,75
4,511028,73
4,510223,73
4,512301,72
4,512322,71
4,510521,71
4,510902,71
4,510215,70
4,510213,69
4,510202,67
4,510222,66
4,510230,64
4,513021,64
4,510212,63
4,510221,60
4,511321,60
4,510227,59
4,511324,58
4,522121,58
4,510524,56
4,510283,55
4,511011,52
4,511322,51
4,513721,51
4,510922,50
4,510232,48
4,513023,48
4,510214,47
4,511323,46
4,510281,46
4,510322,46
4,510224,46
4,510211,46
4,510225,45
4,510231,45
4,513723,44
4,510229,44
4,511381,44
4,510219,44
4,510228,44
4,513002,43
4,510226,43
4,513822,43
4,511024,40
4,510216,39
4,510722,39
4,513902,38
4,511325,38
4,510623,38
4,512324,36
4,522125,35
4,522228,35
4,511002,34
4,511521,34
4,513701,33
4,511524,33
4,511303,32
4,522124,31
4,513521,30
4,513524,30
4,510218,30
4,510321,30
4,511523,30
4,512221,28
4,513525,28
4,522424,28
4,510525,28
4,522426,27
4,522128,26
4,511525,26
4,512222,26
4,513901,26
4,510824,26
4,522129,26
4,522229,25
4,512223,25
4,511225,24
4,511202,24
4,510725,24
4,510823,24
4,512226,24
4,522427,23
4,513922,23
4,510282,23
4,522126,22
4,510923,22
4,511222,22
4,510121,22
4,511526,22
4,530322,21
4,512201,21
4,513522,21
4,522131,21
4,422802,20
4,511123,20
4,522130,20
4,532127,20
4,532128,19
4,511223,19
4,520202,19
4,510821,19
4,510781,18
4,422826,18
4,522225,18
4,513001,18
4,510203,18
4,522401,17
4,522123,17
4,512326,17
4,520201,17
4,510304,17
4,511502,16
4,511302,16
4,522224,16
4,511528,16
4,511522,16
4,511527,15
4,522222,15
4,512227,15
4,513722,15
4,522425,15
4,522422,15
4,350305,15
4,522730,15
4,511529,15
4,511203,15
4,522226,15
4,522127,15
4,652901,14
4,513821,14
4,421081,14
4,350322,14
4,513824,14
4,511227,13
4,510502,13
4,512225,13
4,510402,13
4,429006,13
4,510723,13
4,510802,13
4,513523,13
4,510183,13
4,522101,13
4,513031,13
4,530628,13
4,510311,13
4,522501,13
4,532129,13
4,510112,12
4,429004,12
4,350321,12
4,530381,12
4,421022,12
4,420683,12
4,320322,12
4,422202,12
4,510181,12
4,512224,11
4,512021,11
4,132201,11
4,422801,11
4,513437,11
4,520221,11
4,511204,11
4,342401,11
4,460004,11
4,510503,11
4,513401,11
4,440811,11
4,532124,11
4,430421,11
4,510182,10
4,511129,10
4,511224,10
4,522428,10
4,513433,10
4,513624,10
4,320826,10
4,510822,10
4,513423,10
4,430381,10
4,430524,9
4,420528,9
4,510504,9
4,530326,9
4,532130,9
4,422827,9
4,532331,9
4,342423,9
4,321323,9
4,510422,9
4,642222,9
4,510411,9
4,362202,9
4,511112,9
4,510129,9
4,612301,9
4,411521,9
4,612425,9
4,510811,9
4,350128,8
4,522423,8
4,510122,8
4,632123,8
4,510622,8
4,510724,8
4,652801,8
4,510812,8
4,520121,8
4,431224,8
4,340122,8
4,512928,8
4,513124,8
4,522223,8
4,350182,8
4,522723,8
4,433127,8
4,542121,8
4,520112,8
4,520203,8
4,532125,8
4,512925,8
4,513823,8
4,211103,7
4,512923,7
4,421023,7
4,450881,7
4,513126,7
4,429005,7
4,511221,7
4,430603,7
4,530128,7
4,350583,7
4,659001,7
4,420621,7
4,420527,7
4,510703,7
4,410521,7
4,511124,7
4,510403,7
4,610524,7
4,530113,7
4,540102,7
4,511126,7
4,341221,7
4,522727,7
4,520123,6
4,522725,6
4,513125,6
4,430181,6
4,522601,6
4,412727,6
4,362201,6
4,412824,6
4,421125,6
4,510104,6
4,512228,6
4,433125,6
4,330382,6
4,412723,6
4,432522,6
4,520181,6
4,632525,6
4,510683,6
4,410724,6
4,510125,6
4,422823,6
4,610526,6
4,330327,6
4,430682,6
4,360122,6
4,350122,6
4,430703,6
4,513426,6
4,510123,6
4,640321,6
4,230304,6
4,411526,6
4,440881,6
4,522322,6
4,362329,6
4,511902,6
4,460035,6
4,511226,6
4,321283,6
4,654001,5
4,510727,5
4,320723,5
4,452226,5
4,510113,5
4,421127,5
4,420682,5
4,532923,5
4,532126,5
4,422822,5
4,370682,5
4,532101,5
4,532501,5
4,412722,5
4,421003,5
4,430702,5
4,445281,5
4,411325,5
4,513622,5
4,510602,5
4,430124,5
4,511922,5
4,460006,5
4,612522,5
4,342425,5
4,330381,5
4,140223,5
4,441322,5
4,130434,5
4,230621,5
4,342222,5
4,430923,5
4,520330,5
4,430921,5
4,513101,5
4,513621,5
4,620302,5
4,411527,5
4,421024,5
4,513122,5
4,430624,5
4,522221,5
4,413026,5
4,520102,5
4,450211,5
4,429001,5
4,522622,5
4,150222,5
4,410223,5
4,510131,5
4,511102,5
4,360622,5
4,430523,5
4,512328,5
4,511228,5
4,520113,5
4,320321,5
4,522530,5
4,431023,5
4,130722,5
4,340604,5
4,411024,5
4,450923,5
4,360124,5
4,430422,5
4,513623,5
4,420381,5
4,610502,5
4,360722,5
4,142601,5
4,411481,5
4,431125,5
4,421087,5
4,610323,5
4,512924,5
4,342626,5
4,522526,5
4,532930,5
4,511923,5
4,432503,5
4,433130,4
4,130682,4
4,342601,4
4,510603,4
4,610103,4
4,510626,4
4,650204,4
4,431021,4
4,430681,4
4,510704,4
4,542622,4
4,330302,4
4,610125,4
4,532701,4
4,412728,4
4,420529,4
4,110222,4
4,532122,4
4,522527,4
4,350303,4
4,410728,4
4,420702,4
4,510107,4
4,142202,4
4,650203,4
4,430802,4
4,140481,4
4,430623,4
4,612322,4
4,420624,4
4,511181,4
4,132133,4
4,522701,4
4,340721,4
4,630105,4
4,411522,4
4,442000,4
4,445122,4
4,420117,4
4,510124,4
4,152632,4
4,513601,4
4,350702,4
4,632521,4
4,331023,4
4,530629,4
4,421126,4
4,310110,4
4,533525,4
4,410181,4
4,520103,4
4,513427,4
4,610423,4
4,430521,4
4,430721,4
4,612327,4
4,533123,4
4,362204,4
4,320684,4
4,420202,4
4,420984,4
4,622825,4
4,372924,4
4,420521,4
4,362525,4
4,340121,4
4,350181,4
4,520114,4
4,340521,4
4,420582,4
4,532301,4
4,362322,4
4,320724,4
4,411425,4
4,362203,4
4,320281,4
4,632825,4
4,362502,4
4,652827,4
4,440902,4
4,612325,4
4,450122,4
4,341224,4
4,532327,4
4,370826,4
4,512229,4
4,110108,4
4,411321,4
4,421083,4
4,222401,4
4,510302,4
4,350582,4
4,612426,4
4,430602,4
4,430621,4
4,510682,4
4,522628,4
4,530125,3
4,431202,3
4,530324,3
4,421002,3
4,411102,3
4,321324,3
4,420323,3
4,320282,3
4,420822,3
4,622826,3
4,410421,3
4,411424,3
4,532627,3
4,532901,3
4,130185,3
4,340823,3
4,411123,3
4,450922,3
4,511111,3
4,610122,3
4,522729,3
4,410821,3
4,420684,3
4,610527,3
4,513424,3
4,420821,3
4,411422,3
4,350427,3
4,440981,3
4,422828,3
4,533421,3
4,210422,3
4,431227,3
4,622723,3
4,430527,3
4,421181,3
4,430922,3
4,510105,3
4,650106,3
4,331002,3
4,152323,3
4,533124,3
4,130981,3
4,362330,3
4,410804,3
4,622102,3
4,530625,3
4,432524,3
4,320481,3
4,330781,3
4,410426,3
4,230882,3
4,510108,3
4,612422,3
4,342201,3
4,142625,3
4,510184,3
4,420281,3
4,130133,3
4,441521,3
4,522321,3
4,530624,3
4,342622,3
4,340621,3
4,510904,3
4,522227,3
4,321321,3
4,140321,3
4,440781,3
4,622727,3
4,610402,3
4,522328,3
4,341222,3
4,510132,3
4,210302,3
4,513425,3
4,341226,3
4,412702,3
4,522625,3
4,410225,3
4,352203,3
4,421182,3
4,530623,3
4,612401,3
4,512922,3
4,650104,3
4,342221,3
4,620402,3
4,321281,3
4,430321,3
4,431121,3
4,510303,3
4,511121,3
4,622801,3
4,342623,3
4,350721,3
4,422825,3
4,422424,3
4,350302,3
4,341204,3
4,620523,3
4,320682,3
4,530111,3
4,430522,3
4,530126,3
4,612328,3
4,412825,3
4,511133,3
4,440582,3
4,130105,3
4,640102,3
4,330328,3
4,654123,3
4,130406,3
4,430581,3
4,530425,3
4,410105,3
4,410822,3
4,331081,3
4,622123,3
4,220122,3
4,632124,3
4,220702,3
4,431223,3
4,330326,3
4,430822,3
4,513430,3
4,620503,3
4,612427,3
4,362532,3
4,370502,3
4,450322,3
4,410621,3
4,320922,3
4,622226,3
4,510106,3
4,352229,3
4,320623,3
4,533023,3
4,612326,3
4,360311,3
4,642224,3
4,411302,3
4,430724,3
4,130121,3
4,430611,3
4,513434,3
4,132934,3
4,350824,3
4,460031,3
4,452723,3
4,512902,3
4,430481,3
4,430626,3
4,410183,3
4,460003,3
4,360121,3
4,321023,3
4,511122,3
4,622201,3
4,362323,3
4,532822,3
4,610425,3
4,362528,3
4,452128,3
4,130635,3
4,330681,2
4,612429,2
4,610321,2
4,532730,2
4,522722,2
4,352227,2
4,210503,2
4,520122,2
4,430423,2
4,360123,2
4,530622,2
4,410825,2
4,653130,2
4,522728,2
4,430502,2
4,350581,2
4,341622,2
4,340827,2
4,431124,2
4,510726,2
4,330227,2
4,610124,2
4,411303,2
4,220681,2
4,522325,2
4,421221,2
4,130102,2
4,360425,2
4,652923,2
4,452701,2
4,542128,2
4,450981,2
4,450421,2
4,640300,2
4,321322,2
4,410204,2
4,370481,2
4,512921,2
4,340702,2
4,430725,2
4,130929,2
4,130634,2
4,520381,2
4,421123,2
4,360424,2
4,360502,2
4,610429,2
4,460001,2
4,350123,2
4,130628,2
4,330329,2
4,445222,2
4,522301,2
4,522627,2
4,431281,2
4,330483,2
4,522629,2
4,410727,2
4,371328,2
4,620321,2
4,522634,2
4,330723,2
4,350525,2
4,342923,2
4,239005,2
4,659002,2
4,520111,2
4,452726,2
4,441723,2
4,540125,2
4,420303,2
4,320722,2
4,530328,2
4,320911,2
4,620421,2
4,640121,2
4,450721,2
4,372328,2
4,440181,2
4,142232,2
4,441422,2
4,371522,2
4,362228,2
4,371322,2
4,511132,2
4,230523,2
4,342523,2
4,440583,2
4,130822,2
4,420525,2
4,360730,2
4,320802,2
4,410205,2
4,450521,2
4,411626,2
4,431028,2
4,452224,2
4,360681,2
4,610431,2
4,230421,2
4,522635,2
4,140202,2
4,511402,2
4,622628,2
4,330182,2
4,411523,2
4,410322,2
4,622425,2
4,420321,2
4,210102,2
4,350783,2
4,220421,2
4,372923,2
4,533022,2
4,411628,2
4,371202,2
4,610121,2
4,410221,2
4,511921,2
4,330481,2
4,152104,2
4,430529,2
4,372928,2
4,420703,2
4,610327,2
4,450821,2
4,652701,2
4,441781,2
4,330219,2
4,130481,2
4,441224,2
4,432502,2
4,452123,2
4,152105,2
4,652722,2
4,420222,2
4,513825,2
4,612621,2
4,610322,2
4,420802,2
4,411002,2
4,450921,2
4,522631,2
4,522522,2
4,533103,2
4,362423,2
4,450221,2
4,130623,2
4,622426,2
4,341021,2
4,533321,2
4,622630,2
4,232126,2
4,440281,2
4,630104,2
4,420111,2
4,420103,2
4,440923,2
4,421202,2
4,411524,2
4,430281,2
4,231181,2
4,511027,2
4,140106,2
4,413029,2
4,330424,2
4,520324,2
4,340222,2
4,632826,2
4,411502,2
4,652201,2
4,411122,2
4,350781,2
4,532623,2
4,542221,2
4,513422,2
4,410403,2
4,420902,2
4,653124,2
4,431002,2
4,532524,2
4,210802,2
4,220723,2
4,540127,2
4,652302,2
4,522529,2
4,142325,2
4,622301,2
4,320586,2
4,321183,2
4,513024,2
4,610404,2
4,533522,2
4,431025,2
4,232301,2
4,513826,2
4,362527,2
4,441421,2
4,230183,2
4,370683,2
4,320323,2
4,150122,2
4,622101,2
4,610329,2
4,441827,2
4,230203,2
4,632122,2
4,150102,2
4,632321,2
4,130532,2
4,330324,2
4,632127,2
4,320683,2
4,612428,2
4,210404,2
4,412828,2
4,430525,2
4,410422,2
4,320721,2
4,411423,2
4,532728,2
4,130181,2
4,431003,2
4,370402,2
4,612324,2
4,230822,2
4,610581,2
4,610222,2
4,232326,2
4,410327,2
4,430102,2
4,130424,2
4,130723,2
4,410622,2
4,342529,2
4,512329,2
4,620102,2
4,411528,2
4,342921,2
4,440882,2
4,512527,2
4,522633,2
4,362425,2
4,320830,2
4,640323,2
4,420106,2
4,650103,2
4,342501,2
4,130182,2
4,431127,2
4,420324,2
4,360423,2
4,612321,2
4,142621,2
4,411221,2
4,120104,2
4,412724,2
4,622103,2
4,513228,2
4,452201,2
4,622726,2
4,142733,2
4,421122,2
4,371329,2
4,441481,2
4,431102,2
4,452124,2
4,130925,2
4,420105,2
4,620422,2
4,330782,2
4,411328,2
4,532926,2
4,542323,2
4,331082,2
4,532225,2
4,612323,2
4,320123,2
4,530428,2
4,142701,2
4,530627,2
4,320981,2
4,430424,2
4,460007,2
4,430224,2
4,513223,2
4,340123,2
4,612724,2
4,654223,2
4,640111,2
4,522524,2
4,420204,2
4,362522,2
4,522528,2
4,460033,2
4,620403,2
4,420881,2
4,610629,2
4,511021,2
4,452424,2
